avg_monthly_balance,total_deposits,total_withdrawals,overdraft_frequency,salary_deposits,gold_assets,property_value,vehicle_ownership,fixed_deposits,guarantor_exists,utility_bill_consistency,upi_transaction_count,wallet_transactions,gst_filing_status,age,employment_type,location,loan_approved,rental_agreement,has_children,education_fees_paid,transaction_type,deposit_to_fixed_ratio
6756,432086,178371,1,0,2299,5713833,1,44095,1,52,255,218,2,62,0,1,0,1,0,0,0,9.79875725689405
29606,496804,24831,1,1,3098,4352892,0,244278,0,87,516,455,0,51,1,2,1,1,1,372774,0,2.033756483365332
29315,355193,226250,2,1,518,1934830,0,415214,0,69,611,498,1,50,1,2,1,0,0,0,0,0.8554435653817901
30863,221461,136084,4,1,4056,653692,0,53670,1,73,339,343,1,21,0,1,1,1,0,0,0,4.126269307447225
94709,400540,139627,4,0,1072,1792832,1,433663,1,57,865,369,0,52,0,2,0,0,0,0,0,0.9236182851239669
177740,189313,130884,1,0,4061,3956747,0,221843,0,95,906,271,1,44,1,0,0,1,1,222862,0,0.8533609202863274
105290,65560,457076,1,1,2126,5004165,1,450928,1,61,488,278,0,33,1,1,1,0,1,257102,1,0.1453887419083714
63581,214267,287133,1,1,4822,1899769,1,369950,0,74,448,228,0,56,1,2,0,1,0,0,1,0.5791767017794248
69346,462969,487326,0,1,661,1859315,1,154113,1,80,805,187,1,42,1,2,0,1,0,0,1,3.0040684168862013
158655,32919,492135,4,1,481,5665609,1,238336,0,74,721,315,0,30,0,1,0,0,0,0,1,0.13811955340547208
92337,447951,366045,0,1,3579,3231603,1,426592,1,64,542,327,0,27,0,2,0,0,1,404361,0,1.0500664567866795
81997,326006,253017,1,0,1329,9103505,1,352896,0,93,21,354,1,53,1,0,1,0,0,0,0,0.923799295545159
197757,81217,253605,1,1,2382,4740447,1,45370,1,84,405,328,1,62,0,1,1,0,0,0,1,1.7900641378854334
196777,261827,38632,3,1,3056,5747018,0,414804,0,95,227,433,0,38,0,0,0,0,0,0,0,0.6312050240474439
29676,38443,411223,2,1,2374,2348690,1,153454,1,93,796,193,0,49,0,1,1,0,0,0,1,0.2505164380437262
18621,469695,28253,2,1,3007,1205927,1,287648,1,63,699,34,0,60,2,1,0,0,0,0,0,1.6328754836623802
57519,120525,485552,3,1,222,2431519,1,226502,0,84,641,305,2,56,0,1,0,0,0,0,1,0.5321121574548682
171650,67836,262692,2,1,116,5892836,1,386530,1,56,425,231,2,28,1,0,0,0,0,0,1,0.17549950715466547
8318,307599,34266,0,1,4440,8811588,1,424610,0,53,740,90,0,40,1,2,0,1,0,0,0,0.7244254152624402
134860,171994,466057,4,0,3080,189990,0,222866,0,94,50,160,0,28,1,1,0,0,0,0,1,0.7717338143376992
118809,489062,296194,1,1,2359,9270620,0,39878,1,90,289,1,0,54,1,1,0,0,0,0,0,12.263647533789714
182636,448524,177161,1,0,1508,1146436,1,291847,1,73,848,172,2,25,0,0,1,1,0,0,0,1.5368410953647105
68887,128898,235116,4,1,3533,872483,0,450432,0,62,765,219,2,42,0,1,0,1,0,0,1,0.28616464601838676
47965,120764,353427,1,1,1550,1955578,1,229552,0,73,923,490,2,61,1,2,1,1,1,337889,1,0.5260833010241643
138265,241521,100849,0,1,1839,4851662,0,441267,0,86,55,446,0,60,0,1,1,0,0,0,0,0.5473340464298341
14908,243674,229584,0,0,3320,6418060,1,249703,0,65,950,83,1,32,0,0,0,0,0,0,0,0.9758514080671515
198837,89643,50863,3,1,2753,4948143,1,25890,1,76,96,86,1,42,1,2,1,0,1,424120,0,3.4623228148777567
82204,106031,211613,4,1,4748,1872601,1,5112,1,77,971,20,2,39,0,0,0,0,1,424886,1,20.737531781732837
151603,127299,311889,3,1,2009,2106565,1,226512,1,58,280,219,0,28,0,1,1,0,1,335348,1,0.5619942343265066
158098,54358,372696,4,1,2957,742485,0,266115,0,61,636,21,1,36,0,0,0,0,0,0,1,0.20426430579145938
38747,174645,230730,3,1,4096,4082576,1,443138,1,55,551,460,1,27,2,0,1,1,1,140633,1,0.394108846208526
66711,483439,114598,2,1,2798,4650329,0,495498,0,58,638,419,2,57,0,1,0,0,1,90830,0,0.9756608994165478
167798,253942,354592,4,1,4570,3301985,0,170302,1,92,9,61,0,21,0,2,1,0,1,499763,1,1.491118770661703
52371,266716,460082,1,1,1471,6717104,1,422804,0,78,953,170,1,42,0,2,1,0,1,96156,1,0.63082508484999
86823,310584,132410,1,1,107,3611729,0,108853,1,50,937,237,0,57,1,2,0,0,0,0,0,2.8532162345894503
186861,346525,495245,0,1,1388,4657111,1,182428,0,67,676,487,0,38,0,1,1,0,0,0,1,1.899506109226055
137128,268769,376731,2,1,4379,1107447,0,232677,0,59,464,472,2,35,1,2,0,0,1,348868,1,1.15511135560732
44628,347466,206117,4,0,3826,5814941,1,122145,0,57,583,296,2,22,0,0,0,0,0,0,0,2.8446776808082133
29653,359502,129487,3,1,925,2363899,1,339149,1,73,264,374,2,41,0,0,1,0,0,0,0,1.0600088456435206
12482,431826,381035,3,1,2954,895279,1,122385,1,99,766,13,1,50,0,1,1,1,1,397862,0,3.5283937705293087
183416,421433,153185,4,1,363,8269667,1,499,1,87,174,389,0,36,0,2,1,1,1,453360,0,842.866
183279,425738,88914,2,1,4504,3104772,0,286167,0,60,460,391,0,51,1,0,0,1,0,0,0,1.487720499846244
28169,124664,191439,2,1,3943,2581109,0,106522,0,67,37,208,2,43,0,0,1,1,1,335784,1,1.1703012494954141
43603,280664,63041,4,1,1384,2152572,0,496610,1,66,992,381,0,26,1,1,0,1,0,0,0,0.5651586452978287
92801,319268,314920,2,1,571,8186716,1,467738,1,55,849,159,2,38,1,0,1,1,0,0,0,0.6825772492779093
87658,456369,14916,3,1,1970,9650998,1,274735,0,89,86,296,1,37,2,2,0,0,1,258479,0,1.66111830994118
15368,451448,352749,0,0,1066,7946490,0,402179,0,72,314,206,2,51,2,2,0,0,0,0,0,1.122502362126411
65876,449554,249083,1,1,874,3886429,0,380830,1,68,579,392,2,57,0,1,1,1,0,0,0,1.1804553725930924
78695,259396,113025,2,0,4399,2529623,1,163975,1,51,335,167,0,54,0,2,0,1,0,0,0,1.5819144265014393
23563,379448,31107,1,1,1648,6615260,1,320290,0,83,805,433,0,63,0,2,0,0,1,448367,0,1.184697665560381
64433,193329,54190,1,1,4576,5730837,0,80500,1,91,675,192,0,31,1,2,1,0,1,345079,0,2.4015726512714126
117632,178547,198602,1,1,495,4526212,1,197943,0,69,49,353,1,29,0,0,0,0,0,0,1,0.902007638524027
71452,336978,218360,1,1,3549,797454,1,417397,0,81,9,246,0,29,1,2,0,0,0,0,0,0.8073301740784575
115222,417254,280190,3,1,2836,5954803,0,304101,1,98,44,336,0,54,1,1,1,0,0,0,0,1.3720856817778246
141457,481416,247799,1,1,3248,2798742,0,880,1,99,697,186,2,38,1,2,1,0,1,471230,0,546.4426787741203
74307,348448,309579,2,1,4422,8913788,1,291315,0,50,306,282,0,47,0,1,1,0,1,391133,0,1.1961169314421454
186632,371831,181606,3,1,1867,2029363,0,192045,1,91,75,78,1,47,1,2,1,1,1,77568,0,1.9361559209772659
159818,242299,26164,4,0,248,1934385,0,454683,0,86,230,349,1,62,0,2,1,0,1,370372,0,0.5328953734901603
169201,395947,17257,2,1,115,5432519,0,18670,1,59,442,368,1,41,0,2,1,0,0,0,0,21.20652348561941
196375,352428,300333,4,1,1577,7060498,0,66212,0,60,357,92,0,38,2,1,1,0,0,0,0,5.322640569072538
21782,42032,483355,3,0,659,3652458,1,119882,0,97,271,193,0,58,0,2,0,0,0,0,1,0.35060850996388143
158753,19153,396909,2,1,1722,3164405,0,203879,0,69,938,261,0,21,1,0,0,1,1,148193,1,0.09394251520502256
157083,165433,26270,3,0,2533,378040,1,330101,1,93,593,402,0,51,0,2,0,0,1,174756,0,0.5011572180719899
192564,232427,278030,4,1,4711,4254881,0,278738,1,90,839,399,0,34,2,1,1,1,1,419652,1,0.8338517394408389
64557,124498,480693,1,1,4670,4611710,0,391107,1,59,368,490,0,22,1,2,1,0,1,245294,1,0.3183212821011076
83171,482116,312309,4,0,3225,742273,1,374517,1,65,47,59,0,55,0,2,0,0,1,373604,0,1.2872972727612557
187851,326747,392461,0,0,2388,8577456,1,181776,1,80,472,208,0,43,1,0,0,0,1,62184,1,1.7975156372918466
21119,400817,424890,1,0,911,4449151,1,447065,1,81,224,16,0,51,1,2,1,1,0,0,1,0.8965499501192218
88512,80541,141204,4,1,2086,312442,0,210700,1,54,688,270,2,38,0,0,0,0,1,176740,1,0.3822525759251261
77230,409858,27605,3,1,1735,1405767,1,138778,0,95,170,144,2,52,0,2,0,0,1,443378,0,2.953314262244288
138838,50577,29579,0,1,4478,3643039,1,374311,0,60,790,15,0,42,0,2,0,1,0,0,0,0.1351198999764902
110154,132504,127855,4,1,4463,5603662,1,54630,0,61,67,337,1,43,1,1,0,0,1,49333,0,2.425436107704417
134542,257167,371518,1,0,1199,1690960,1,302322,0,55,428,304,0,62,0,2,1,0,0,0,1,0.8506365708199508
177644,493534,351198,1,1,3257,2185109,0,399507,0,90,187,466,0,28,1,0,1,0,1,324509,0,1.2353544860178018
173179,23927,424207,1,0,3284,671491,1,132932,0,75,333,407,0,29,0,0,0,0,1,63587,1,0.1799929287686278
98405,82884,390499,3,0,2095,1162668,0,64008,1,85,680,189,0,24,1,2,0,0,0,0,1,1.2948804074427034
195265,169346,162020,3,1,382,2058642,0,355446,1,90,895,84,0,55,0,0,1,1,1,109660,0,0.47643108536575074
37846,186739,461708,2,1,3380,5246503,1,63952,0,95,872,268,2,52,0,2,0,1,1,292369,1,2.9199412068237613
21622,124940,284762,0,1,1939,4634043,1,320089,1,68,168,103,2,27,0,0,0,1,0,0,1,0.3903277203286576
39615,216135,276729,2,1,826,3742752,0,35780,0,72,575,345,1,45,2,1,0,0,1,124804,1,6.040496352812945
92979,332704,227143,3,1,2331,5656967,0,75506,1,66,318,165,2,38,0,2,0,0,1,435944,0,4.406266968625426
80031,35912,212733,2,1,1986,8122349,0,52897,0,74,887,156,0,56,0,2,1,0,1,144432,1,0.6788914514726455
68750,117226,360657,3,1,1057,6388668,1,491808,1,69,675,483,2,63,0,0,0,1,1,318299,1,0.23835676044968676
82827,110367,328638,3,1,1747,6139036,0,227137,1,97,804,234,2,54,0,1,0,1,0,0,1,0.4859028432054522
197553,310579,178192,3,1,570,6237127,0,14493,1,95,353,488,0,39,2,2,1,1,0,0,0,21.42810818269629
7456,117617,463014,1,1,2416,7143896,1,483733,0,91,344,456,1,23,0,1,0,0,0,0,1,0.24314395928340782
117781,489271,70600,4,1,3995,4952758,0,348208,1,69,822,147,2,43,1,2,0,0,0,0,0,1.4051072775258537
155729,271394,182141,3,0,1866,6349634,1,144213,1,82,252,372,1,36,0,1,0,0,0,0,0,1.8818838670309401
95369,155285,427401,0,1,1162,7835350,1,163575,1,96,714,85,1,43,1,2,0,0,1,240759,1,0.9493140803051793
178882,411052,426142,1,1,3019,4095488,1,494877,0,86,793,39,0,27,1,2,1,0,0,0,1,0.830612797497565
56854,463294,293366,1,1,0,452260,0,137637,0,73,28,67,1,38,0,0,0,0,1,267154,0,3.3660326363358957
20550,82967,410112,4,1,932,6918016,0,348435,0,98,602,188,1,43,2,2,0,0,1,369861,1,0.23811259456542952
38054,346060,282799,2,0,1961,153057,1,66365,1,88,716,359,0,45,1,1,1,0,1,406423,0,5.214417020763644
135186,366970,16966,1,0,111,255905,0,219258,1,76,471,35,0,21,1,2,1,0,1,45831,0,1.6736827222599757
138441,111781,491890,1,1,1650,9967037,1,463569,1,83,540,370,0,39,1,0,0,1,1,92526,1,0.24113078930905796
147922,197535,159118,1,0,2606,6660556,0,462915,0,67,60,180,1,22,1,1,1,0,0,0,0,0.42671888636383276
35371,468773,390785,4,1,2588,3086572,1,244585,1,68,400,311,0,47,1,1,0,0,0,0,0,1.916597842885529
189077,110304,239474,2,0,2702,5319983,1,309510,1,71,902,55,0,49,2,2,0,0,0,0,1,0.35638151794281947
143854,473912,418998,2,1,4082,3377337,0,136305,1,99,216,222,0,55,0,1,1,0,1,348325,0,3.476824204363711
110912,155072,312633,1,0,230,7236169,1,235712,1,50,729,251,1,63,1,1,0,0,1,434366,1,0.6578848005837608
142202,285111,147976,0,1,4637,1564632,0,178463,0,89,998,337,1,31,1,1,1,0,1,413212,0,1.5975827057557828
49572,160687,326893,4,0,1573,6336939,0,190998,1,86,71,125,2,57,0,1,1,1,1,369941,1,0.8412975984167457
178854,355506,430528,3,1,2046,485025,1,332558,1,76,309,243,0,59,0,2,1,1,1,334894,1,1.0690012899966623
167466,269046,225594,2,0,4940,3435644,1,219414,0,71,652,73,0,30,0,2,0,1,0,0,0,1.2261969327530022
6952,134593,155880,4,1,3880,4136502,1,31164,1,67,731,37,0,52,1,2,0,1,1,222772,1,4.3187229263596985
171971,433001,189093,2,1,1848,9679473,0,86357,1,80,529,283,0,49,1,2,0,1,0,0,0,5.014023020449756
127558,71292,173759,0,0,1625,2127220,1,242090,1,81,603,271,0,55,0,1,0,0,1,411379,1,0.294484305488432
77717,288855,176407,2,1,1488,5354441,1,86513,0,70,787,409,1,48,1,1,1,1,0,0,0,3.338823774186837
157331,369263,197640,1,1,269,9995537,1,289055,1,96,24,413,2,39,1,1,0,1,1,279358,0,1.2774791043949962
66410,55036,347400,3,1,2614,8324830,0,282110,1,72,810,8,0,45,0,2,0,0,0,0,1,0.19508633126677088
149599,37383,81129,3,1,4157,9468193,1,236979,1,86,939,30,0,53,0,0,0,1,0,0,1,0.15774748923959828
85293,90744,192489,4,1,504,6384016,0,279025,1,80,933,334,0,44,0,1,0,0,1,57442,1,0.32521700486692995
9954,325247,155188,3,1,2098,2084157,0,29417,1,84,558,392,1,59,1,1,0,0,0,0,0,11.056054116527296
150357,25992,323210,1,1,3904,3440633,0,336148,0,64,362,497,1,48,1,1,1,1,1,499045,1,0.07732285385349949
34349,331416,456887,2,1,3107,4636339,0,182233,0,70,463,79,0,32,0,1,0,0,1,453699,1,1.8186287959436769
149757,81381,83257,1,0,737,8566336,1,15897,1,89,226,132,0,48,1,1,0,0,1,126665,1,5.1189457793433135
23473,157730,140637,3,0,2727,5901388,0,361043,1,72,867,135,1,52,0,1,1,1,1,124643,0,0.4368719602042964
40681,53468,20413,3,1,3473,7121293,1,312704,1,55,299,15,0,49,0,0,1,1,0,0,0,0.17098543355558754
166333,40914,281280,1,1,2609,9054053,0,98223,1,77,378,297,0,46,2,1,0,0,0,0,1,0.4165377097247109
80637,402854,142123,2,1,16,1604288,1,109703,1,62,510,483,1,41,1,2,1,1,1,60115,0,3.6721906220374825
102009,11235,395603,4,0,909,3082578,1,396615,1,61,545,11,1,64,0,2,0,0,1,15670,1,0.028327147669282127
127220,497541,250558,2,0,4494,4250035,1,341393,1,93,978,185,2,33,0,1,0,0,1,44745,0,1.4573806218035465
56461,117517,480019,0,1,2091,6100504,0,99502,1,86,76,186,2,24,1,0,1,0,0,0,1,1.1810397676451967
131516,92524,365358,2,1,423,2620027,1,66694,1,75,545,479,2,31,2,2,1,0,1,481587,1,1.3872704100757178
177238,205766,323578,1,1,3370,2433786,0,351897,1,70,241,353,0,25,1,1,0,1,0,0,1,0.5847319393687944
111432,288231,306053,3,1,4203,9394165,1,2862,1,92,725,283,0,55,1,0,1,1,1,496310,1,100.67446734194901
171204,299800,215471,4,0,1776,6542094,0,31913,1,91,314,131,2,59,0,1,0,0,0,0,0,9.39399636523156
123698,333698,496066,3,0,473,4281797,1,285784,1,82,804,197,0,40,1,1,1,0,1,212540,1,1.1676540056336058
194081,67447,459886,3,0,1909,9497363,0,300332,0,83,909,158,0,30,0,2,0,0,0,0,1,0.2245740561310279
162368,376169,221042,3,1,2196,8779593,1,199813,0,73,552,437,2,32,0,2,1,1,0,0,0,1.8825958141071195
43056,477964,247384,4,1,3557,9867707,0,88755,0,83,467,200,0,38,0,0,0,0,1,391614,0,5.385145792960476
22964,59498,246069,2,1,2104,5080089,1,350828,0,79,368,146,1,39,1,2,1,0,0,0,1,0.1695925935427231
94368,269334,303138,0,0,2383,7283064,1,474310,0,61,897,391,0,41,0,2,1,0,1,126348,1,0.5678426180290991
29099,449736,16641,2,0,151,2733842,1,82347,0,54,496,382,2,39,0,1,0,0,0,0,0,5.461407684461068
85278,425725,59804,0,0,4265,1959986,0,157391,1,69,795,37,0,49,1,1,1,1,1,408330,0,2.704870641455728
107464,389069,314136,4,0,2688,1242193,0,191375,1,54,842,18,0,33,1,2,0,0,1,56711,0,2.0330083187024495
173838,476929,10353,0,0,1643,4395583,0,244426,0,51,472,395,0,61,0,2,1,0,0,0,0,1.9512124274323213
161561,28105,162393,1,0,4947,752916,1,414636,1,69,820,335,1,56,1,1,0,1,0,0,1,0.06778218055793381
63354,333361,462426,3,1,3680,431066,0,106235,0,95,436,206,2,59,1,1,1,1,1,55715,1,3.1379287623781016
99062,172210,476224,1,1,3975,4440196,0,26053,0,56,466,270,0,35,0,1,0,0,1,239204,1,6.60973363015276
190542,168081,212156,2,0,1842,5504196,1,276339,1,64,803,25,1,62,2,2,0,0,1,26529,1,0.6082398494608091
54235,468630,70421,0,1,1860,7968385,0,299550,1,73,210,152,2,25,2,0,1,1,0,0,0,1.5644414473662247
123998,67105,142539,3,0,3620,6398883,0,495207,1,92,11,45,1,53,1,1,1,0,0,0,1,0.13550871552963603
156873,483725,210804,0,1,4495,3806988,1,250549,1,57,576,201,1,29,2,2,1,0,1,211689,0,1.9306525643584116
41111,176810,69591,2,1,1219,293158,1,48156,1,67,979,351,0,26,0,0,0,0,0,0,0,3.67153269514297
175885,18109,113865,2,0,3551,5784514,0,407341,0,61,979,269,0,23,1,2,1,1,1,287446,1,0.044456500925512225
77280,467452,177467,4,1,2399,5396099,1,220769,0,52,592,407,1,49,0,0,0,1,0,0,0,2.117371019613172
154008,379736,256789,4,1,2094,1017655,0,346030,0,77,157,297,0,61,1,1,0,0,1,215637,0,1.0974045677988389
63649,428695,139807,2,1,3350,9450082,1,43378,1,57,920,203,0,42,1,1,1,0,1,106853,0,9.882546854468751
130575,342305,52048,3,0,2657,8697278,0,297669,1,61,581,312,1,51,1,1,0,0,1,216602,0,1.1499479289145698
79923,293244,467950,2,1,2685,4267982,0,31313,0,86,948,445,2,43,2,0,1,0,1,272945,1,9.364629239317876
135131,383959,255518,2,1,608,8323787,1,98427,1,73,422,249,2,54,0,0,1,1,1,478379,0,3.9009123420164995
50090,434439,286475,1,1,4248,2814596,1,175167,1,70,572,392,0,49,0,2,0,0,1,403369,0,2.480127648885641
63402,376670,106188,0,1,3899,3319302,1,383122,1,68,448,269,0,36,0,0,0,0,1,364965,0,0.983156845190709
106616,459827,140049,1,1,3261,5520706,1,442764,1,65,138,446,0,40,1,2,0,0,1,13405,0,1.0385351145641593
140210,349909,192523,1,1,572,1593969,1,424168,0,75,375,67,2,50,0,2,0,0,0,0,0,0.8249282715144199
154132,474454,95904,4,0,2194,949515,1,231945,0,63,340,394,2,40,1,2,0,0,1,33836,0,2.0455364610728357
93924,142605,108133,3,1,3241,9942917,1,7846,1,95,796,194,1,58,0,2,1,0,1,48603,0,18.17318720530139
78880,336646,60101,0,0,2289,9047157,1,188470,1,79,972,335,0,46,1,0,0,0,0,0,0,1.7861952236683627
32337,223690,428987,4,1,1271,2122387,1,233846,1,96,900,369,0,54,0,1,1,1,0,0,1,0.9565656176901991
6532,290402,92200,0,0,3567,7993813,0,401181,1,66,738,118,0,57,0,2,1,0,1,179621,0,0.7238659760407994
174491,117232,303590,4,1,2824,7502356,0,445506,1,69,67,140,1,45,0,2,0,0,1,303681,1,0.26314289113302375
162874,220518,399923,2,1,3743,7099224,0,172266,0,77,323,85,0,37,0,1,1,0,0,0,1,1.280094272263405
157035,132397,127442,4,0,2860,2348254,0,342349,1,87,224,178,0,50,0,1,0,1,1,499264,0,0.38672995472469696
76712,303032,105016,4,0,2883,3312145,1,295577,0,68,410,397,0,64,2,0,0,0,0,0,0,1.025218385671464
46852,219297,456205,1,1,735,2981150,0,144533,1,71,171,174,1,46,1,1,1,1,0,0,1,1.5172692930383163
121472,345188,85299,3,1,4895,3107284,1,302643,0,50,853,235,0,48,0,0,1,0,1,372013,0,1.1405744042505386
120866,169067,237902,3,1,1790,6132254,1,149679,1,67,250,148,2,35,1,2,0,0,0,0,1,1.1295229823623731
107629,462346,454346,2,0,187,8380259,0,342988,0,95,208,216,1,30,2,2,0,1,1,64851,0,1.3479907518900023
196111,463691,159599,1,1,1923,4040403,0,8464,0,57,328,357,2,64,1,0,1,1,1,85131,0,54.77743650324867
68001,218716,162990,4,0,2653,3895257,0,351478,0,81,924,130,0,24,0,0,0,1,0,0,0,0.6222733079358937
30480,111994,168156,2,1,1338,5668740,1,474451,0,89,647,189,0,62,2,1,1,0,0,0,1,0.23604916830364295
65520,418405,360492,2,1,3052,3742116,1,304691,0,99,710,93,2,25,1,1,1,0,1,416553,0,1.373206385464666
181952,194810,97458,0,0,4586,1166603,0,447644,0,69,305,425,0,45,0,2,1,0,0,0,0,0.43518859810787563
80949,434018,472568,4,0,461,7895033,0,117760,1,91,9,63,0,53,1,2,0,0,1,358817,1,3.685583512368271
123930,203183,403079,0,1,2370,2160254,1,367169,1,85,801,251,0,60,0,1,0,0,0,0,1,0.553375820464635
103174,433460,100221,4,0,3740,3599860,0,89139,0,70,622,114,1,47,2,1,1,1,1,124463,0,4.862687906663675
43096,251563,307279,4,1,2996,7714719,0,307351,1,75,794,13,0,36,1,2,1,0,0,0,1,0.8184849944038106
59622,163771,140682,3,0,3863,3553738,1,103764,1,65,717,436,1,33,0,0,0,0,1,170231,0,1.5782874765094204
39968,339051,25796,3,1,3817,1131991,1,274122,1,70,390,229,1,45,2,1,0,1,1,37452,0,1.2368571772525472
132659,148000,321849,4,0,4040,1130763,0,41503,0,73,156,91,0,37,1,2,1,1,1,393637,1,3.5659213569776407
18556,233846,18323,2,0,4510,6133657,0,42692,0,69,186,401,0,23,1,1,1,0,0,0,0,5.477385051413581
156289,187322,261399,1,1,3034,563445,1,45132,0,54,33,227,0,52,1,0,0,1,0,0,1,4.150444242571954
101817,469242,415349,3,0,3341,5661590,0,411946,1,65,83,116,0,36,1,0,1,0,1,450966,0,1.139083425780501
65637,214130,28485,2,1,3073,4583649,1,106614,0,65,506,347,1,22,1,2,1,1,1,282229,0,2.008441588894621
143994,370144,318103,1,1,337,2962357,1,107873,0,83,799,41,1,26,0,0,0,0,1,434342,0,3.4312623987244377
94652,119636,451445,1,1,4777,4185519,1,81050,1,56,940,369,0,21,0,1,1,1,1,65753,1,1.4760582842901384
151443,397818,110454,2,1,19,3278686,1,191645,0,93,851,111,0,22,1,1,0,1,1,216175,0,2.075795998872922
175628,169123,186497,4,1,1606,569479,0,291237,1,52,463,342,0,56,1,1,1,0,0,0,1,0.5807037543177744
128435,411937,106098,3,1,2793,9396863,1,465280,1,59,469,484,2,46,1,2,1,1,1,169663,0,0.885351002942308
187987,179179,451748,0,0,410,8746181,0,397088,1,77,483,244,1,26,0,1,0,0,1,113548,1,0.45123133604808996
155244,58822,147389,3,0,2825,4555239,1,86855,1,56,592,132,0,62,1,1,0,0,1,488652,1,0.6772358846826932
163984,252799,175609,4,0,4604,521052,1,21640,0,98,611,275,0,35,2,1,1,0,0,0,0,11.681484219768032
190429,169095,191277,3,0,4365,3146526,1,460373,0,76,535,371,2,28,1,0,1,1,0,0,1,0.367299195871183
23151,100000,239874,1,1,1617,8297547,1,318578,0,88,893,413,2,64,1,1,1,1,0,0,1,0.3138938850332257
84690,369594,47531,3,1,3532,9219732,0,340565,1,78,193,382,1,31,1,1,0,0,0,0,0,1.0852345800813938
105700,43507,325539,2,1,4745,8005164,1,468119,1,54,676,87,2,47,0,1,0,1,0,0,1,0.09293984448432026
35320,317810,476548,2,1,861,2791174,1,346042,1,69,127,456,0,28,0,0,0,1,0,0,1,0.9184118736688793
103120,345661,280785,2,0,2749,9273055,1,248365,0,59,623,80,2,50,0,2,1,0,0,0,0,1.3917404153547588
134480,56184,368848,2,1,270,767345,1,101440,0,87,322,426,1,41,1,2,0,0,0,0,1,0.5538588933468716
106523,144478,422218,3,1,1470,7113423,1,478030,1,89,344,449,0,59,2,2,0,1,1,158340,1,0.3022356290700812
84269,485467,299742,0,1,3830,3036566,0,280840,1,74,316,124,1,49,0,2,0,0,1,66735,0,1.7286186845937737
54574,398680,245458,1,0,801,2057861,0,96162,0,96,357,368,0,64,1,1,1,0,1,172326,0,4.145877312479852
83217,75709,168041,4,0,4220,9155381,1,424735,0,83,727,239,0,44,0,0,0,0,1,340500,1,0.17824954795449408
100690,121729,271955,4,0,447,4295740,0,452668,1,93,525,161,2,38,0,1,0,1,0,0,1,0.2689139304878399
133110,280595,197522,1,1,1777,3547949,1,198163,0,70,530,378,0,41,0,1,1,1,1,46633,0,1.4159736379968106
10014,384399,437237,2,1,4200,8576986,1,233662,0,67,755,263,1,62,1,1,0,1,1,65079,1,1.645099994436432
153270,136389,372685,3,1,4322,9888310,1,368365,1,89,21,130,0,27,0,0,1,0,1,456963,1,0.3702540408180994
153068,214188,171955,1,0,3931,157330,1,452864,1,67,510,195,2,25,0,1,0,0,1,172526,0,0.4729621410354079
180244,486301,487979,1,1,295,7383994,1,151716,1,59,116,38,2,31,1,2,0,1,1,244551,1,3.2053164773888225
113260,33030,465234,2,0,1861,5518132,0,394636,0,92,991,106,1,38,0,1,0,0,1,380406,1,0.08369716980414912
70581,429893,44421,1,0,3653,2986713,0,232956,1,53,608,309,1,30,0,2,0,0,1,74794,0,1.8453748975132749
77215,139350,132984,0,1,3561,8626318,1,411709,0,94,545,40,2,62,0,1,0,0,0,0,0,0.33846639624978747
86073,477098,263831,0,1,4685,1313027,1,259330,1,79,956,149,2,26,0,0,0,0,1,432932,0,1.8397260643733298
85135,488334,263935,1,1,1971,2446270,1,373994,1,70,106,32,0,29,1,1,1,1,1,36063,0,1.3057233385473068
134746,414354,284313,0,1,2906,7658356,0,20602,0,81,313,374,0,43,1,0,0,0,1,469381,0,20.111343008299762
83916,77364,225636,3,0,523,9369548,1,235860,1,61,492,271,1,24,0,2,0,0,1,122917,1,0.32800674973819327
151929,213185,120028,0,1,3125,7548830,0,312685,1,98,869,460,0,62,0,2,0,0,0,0,0,0.6817862008532521
175410,341609,75739,1,1,4769,5273003,1,388206,0,93,157,493,0,46,1,2,1,0,0,0,0,0.8799661005597529
23168,79096,177413,4,1,2287,931974,1,102357,0,99,409,434,0,36,0,0,0,1,1,117259,1,0.7727388186560894
138374,76190,445854,3,1,3456,9870653,0,100255,1,76,240,356,0,52,1,2,1,0,1,109258,1,0.7599545164379189
58026,449310,405572,2,1,112,1682339,0,166537,1,80,596,81,1,32,1,1,1,0,1,15375,0,2.6979428118507487
106868,145548,122566,4,1,3687,3275485,1,174037,0,57,58,340,1,52,0,0,1,1,0,0,0,0.8363001183649548
168789,323246,367223,4,1,4770,6036841,1,243602,1,86,489,180,2,57,2,1,0,0,0,0,1,1.3269376813914442
24494,419095,260792,1,1,743,5561148,0,129083,1,64,32,401,1,44,2,1,0,0,0,0,0,3.246684329583837
179885,478811,237026,3,1,3275,2565064,0,35802,1,85,773,57,1,61,0,1,0,1,1,153666,0,13.373488255174147
163737,10323,391184,4,1,1174,8787025,0,73165,0,79,192,19,2,33,0,1,0,1,1,461138,1,0.14109012382800754
106814,357538,256140,4,0,3647,473740,1,57884,0,80,550,378,0,59,1,2,0,0,1,102064,0,6.176695171460655
90016,110240,118662,3,1,3505,6221298,0,134490,0,71,835,233,1,32,2,1,0,0,0,0,1,0.8196831014714739
9727,489716,52830,0,0,1487,1717315,1,375134,1,90,836,278,0,47,1,0,1,0,1,393490,0,1.3054393751582765
